id,en,ar,es,fr,ru,zh
1006575,TRADABLE EMISSION ENTITLEMENTS,حقوق إطلاق الانبعاثات القابلة للتداول,DERECHOS NEGOCIABLES DE EMISION,DROITS D'EMISSION NEGOCIABLES,Переуступаемые права на выбросы,可以转让的排放权
1005001,POLLUTANTS,الملوثات,CONTAMINANTES,POLLUANTS,Загрязняющие вещества,污染物
1000819,CARBON SEQUESTRATION,عزل الكربون,CAPTURA DE CARBONO,FIXATION DU CARBON,Поглощение углерода,碳吸收(量)
1005008,POLYCHLORINATED TERPHENYLS,ثلاثي فينيل متعدد الكلور,TERFENILOS POLICLORINADOS,TRIPHENYLES POLYCHLORES,Полихлортерфенилы,多氯三联苯
1002865,HEMISPHERIC AIR POLLUTION,تلوث جوي عبر القارات,CONTAMINACION HEMISFERICA DEL AIRE,POLLUTION ATMOSPHERIQUE A L'ECHELLE DE L'HEMISPHERE,Загрязнение воздуха в масштабе полушария,半球空气污染
1004939,PLASTIC FOAMS,الرغوة اللدائنية,ESPUMAS DE PLASTICO,MOUSSES PLASTIQUES,Пенопласты,泡沫塑料
1002856,HEAVY METALS,الفلزات الثقيلة,METALES PESADOS,METAUX LOURDS,Тяжелые металлы,重金属
1000968,CHLOROHYDROCARBONS,المركبات الهيدروكربونية المكلورة,HIDROCARBUROS CLORADOS,HYDROCARBURES CHLORES,Хлоруглеводороды,氯化碳氢化合物
1005002,POLLUTER PAYS PRINCIPLE,"مبدأ ""الملوث يدفع""",PRINCIPIO CONTAMINADOR-PAGADOR,PRINCIPE POLLUEUR-PAYEUR,Принцип «загрязнитель платит»,污染者付清理费原则
1003920,MARINE POLLUTION,التلوث البحري,CONTAMINACION MARINA,POLLUTION MARINE,Загрязнение моря,海洋污染
1002401,FLUIDIZED BED COMBUSTION,الاحتراق على قاعدة مميعة,COMBUSTION EN LECHO FLUIDIZADO,COMBUSTION EN LIT FLUIDISE,Сжигание в кипящем слое,流化[床]燃烧
1003117,INDUSTRIAL ACCIDENTS,الحوادث الصناعية,ACCIDENTES INDUSTRIALES,ACCIDENTS INDUSTRIELS,Промышленные аварии,工业事故
1004421,NITROGEN OXIDES,أكاسيد النيتروجين,OXIDOS DE NITROGENO,OXYDES D'AZOTE,Оксиды азота,氧化氮
1004819,PERSISTENT ORGANIC POLLUTANTS,الملوثات العضوية الثابتة,CONTAMINANTES ORGANICOS PERSISTENTES,POLLUANTS ORGANIQUES PERSISTANTS,Стойкие органические загрязнители,持久性有机污染物
1005003,POLLUTION,التلوث,CONTAMINACION,POLLUTION,Загрязнение,污染
1000820,CARBON TETRACHLORIDE,رباعي كلوريد الكربون,TETRACLORURO DE CARBONO,TETRACHLORURE DE CARBONE,Тетрахлорид углерода,四氯化碳
1002403,FLUORIDES,الفلوريد,FLUORUROS,FLUORURES,Фториды,氟化物
1004838,PESTICIDE RESIDUES,مخلفات مبيدات الآفات,RESIDUOS DE PLAGUICIDAS,RESIDUS DE PESTICIDES,Остаточные пестициды,残存农药
1005000,POLLUTANT MODELLING,وضع نماذج للملوثات,MODELOS DE CONTAMINANTES,MODELISATION DES POLLUANTS,Моделирование загрязнения,污染物模型
1003015,HYDROCHLOROFLUOROCARBONS,مركبات الهيدروكلوروفلوروكربون,HIDROCLOROFLUOROCARBONOS,HYDROCHLOROFLUOROCARBONES,Гидрохлорфторуглероды,氢氯氟碳化合物
1000198,AIR QUALITY,نوعية الهواء,CALIDAD DEL AIRE,QUALITE DE L'AIR,Качество воздуха,空气质量
1004999,POLLUTANT LEVELS,مستويات التلوث,NIVEL DE LOS CONTAMINANTES,NIVEAU DES POLLUANTS,Загрязненность,污染物水平
1002090,ENVIRONMENTALLY HAZARDOUS ACTIVITIES,الأنشطة الخطرة على البيئة,ACTIVIDADES PELIGROSAS PARA EL MEDIO AMBIENTE,ACTIVITES DANGEREUSES POUR L'ENVIRONNEMENT,Экологически опасная деятельность,危害环境的活动
1004799,PERFLUOROCARBONS,الهيدروكربون المشبع بالفلور,HYDROCARBUROS PERFLUORADOS,HYDROCARBURES PERFLUORES,Перфторуглероды,全氟化碳
1001549,DEFOLIATION,سقوط أوراق الأشجار,DEFOLIACION,DEFOLIATION,Дефолиация,脱叶
1004682,OXIDIZING AGENTS,المواد (أو العوامل) المؤكسدة,OXIDANTES,OXYDANTS,Окислители,氧化剂
1002813,HALONS,الهالونات,HALONES,HALONS,Галоны,二氟二氯甲烷
1000196,AIR POLLUTION,تلوث الهواء,CONTAMINACION ATMOSFERICA,POLLUTION ATMOSPHERIQUE,Загрязнение воздуха,空气污染
1005007,POLYCHLORINATED BIPHENYLS,مركبات ثنائية الفينيل المتعدد الكلور,BIFENILOS POLICLORINADOS,DIPHENYLES POLYCHLORES,Полихлордифенилы,多氯联苯
1002405,FLUOROCARBONS,فلوريد الكربون,FLUOROCARBUROS,FLUOROCARBURES,Фторуглероды,氟碳化合物
1004747,PARTICULATE MATTER,الجسيمات,MATERIAS PARTICULADAS,PARTICULES,Твердые частицы,微粒物质
1000969,CHLOROSILANES,مركبات الكلوروسيلين,CLOROSILANOS,CHLOROSILANES,Хлорсиланы,氯硅烷
1003656,LEAD CONTAMINATION,التلوث بالرصاص,CONTAMINACION POR PLOMO,CONTAMINATION PAR LE PLOMB,Свинцовое загрязнение,铅沾染
1006495,THERMAL POLLUTION,التلوث الحراري,CONTAMINACION TERMICA,POLLUTION THERMIQUE,Тепловое загрязнение,热污染
1000604,BIODEGRADATION,التحلل الإحيائي,BIODEGRADACION,BIODEGRADATION,Биологическое разложение,生物降解
1004050,MERCURY CONTAMINATION,التلوث بالزئبق,CONTAMINACION POR MERCURIO,CONTAMINATION PAR LE MERCURE,Ртутное загрязнение,汞沾染
1004429,NOISE CONTROL,ضبط الضجيج,LUCHA CONTRA EL RUIDO,LUTTE ANTIBRUIT,Борьба с шумом,噪音控制
1000195,AIR POLLUTANTS,ملوثات الجو,CONTAMINANTES ATMOSFERICOS,POLLUANTS ATMOSPHERIQUES,Загрязнители воздуха,空气污染物
1005004,POLLUTION CONTROL,مكافحة التلوث,LUCHA CONTRA LA CONTAMINACION,LUTTE ANTIPOLLUTION,Борьба с загрязнением,污染控制
1004233,MORAL EDUCATION,التربية الأخلاقية,ENSEÑANZA DE LA MORAL,ENSEIGNEMENT DE LA MORALE,Нравственное воспитание,道德教育
1001276,CONTINUING EDUCATION,التربية المستديمة,EDUCACION PERMANENTE,EDUCATION PERMANENTE,Непрерывное образование,进修教育
1001894,EDUCATION FOR PEACE,التربية من أجل السلم,EDUCACION PARA LA PAZ,EDUCATION POUR LA PAIX,Воспитание в духе мира,教育促进和平
1004443,NON-FORMAL EDUCATION,التعليم غير النظامي,EDUCACION NO FORMAL,EDUCATION NON FORMELLE,Неформальное образование,非正规教育
1003771,LITERACY PROGRAMMES,برامج محو الأمية,PROGRAMAS DE ALFABETIZACION,PROGRAMMES D'ALPHABETISATION,Ликвидация неграмотности,扫盲班
1002151,EUROPEAN SECURITY AND COOPERATION,الأمن والتعاون الأوروبيين,SEGURIDAD Y COOPERACION EN EUROPA,SECURITE ET COOPERATION EUROPEENNES,Безопасность и сотрудничество в Европе,欧洲安全和合作
1003327,INTERNATIONAL ORGANIZATIONS,المنظمات الدولية,ORGANIZACIONES INTERNACIONALES,ORGANISATIONS INTERNATIONALES,Международные организации,国际组织
1004446,NON-GOVERNMENTAL ORGANIZATIONS,المنظمات غير الحكومية,ORGANIZACIONES NO GUBERNAMENTALES,ORGANISATIONS NON GOUVERNEMENTALES,Неправительственные организации,非政府组织
1004223,MONROE DOCTRINE,مبدأ مونرو,DOCTRINA MONROE,DOCTRINE DE MONROE,Доктрина Монро,门罗主义
1001294,COOPERATION BETWEEN ORGANIZATIONS,التعاون بين المنظمات,COOPERACION ENTRE ORGANIZACIONES,COOPERATION ENTRE ORGANISATIONS,Межорганизационное сотрудничество,组织间的合作
1002143,EURO-ARAB DIALOGUE,الحوار العربي الأوروبي,DIALOGO EURO-ARABE,DIALOGUE EURO-ARABE,Европейско-арабский диалог,欧洲-阿拉伯对话
1003345,INTERNATIONAL YEARS,السنوات الدولية,AÑOS INTERNACIONALES,ANNEES INTERNATIONALES,Международные годы,国际年
1004445,NON-GOVERNMENTAL LIAISON SERVICES,دائرة الاتصال مع المنظمات غير الحكومية,SERVICIOS DE ENLACE CON ORGANIZACIONES NO GUBERNAMENTALES,SERVICES DE LIAISON AVEC LES ORGANISATIONS NON GOUVERNEMENTALES,Службы связи с неправительственными организациями,非政府组织联络事务处
1004769,PEACE,السلام,PAZ,PAIX,Мир,和平
1001604,DETENTE,الوفاق,DISTENSION,DETENTE,Разрядка международной напряженности,缓和
1004712,PAN-ISLAMISM,مناصرو الإسلام,PANISLAMISMO,PANISLAMISME,Панисламизм,泛伊斯兰主义
1001817,EAST-SOUTH RELATIONS,العلاقات بين الشرق والجنوب,RELACIONES ESTE-SUR,RELATIONS EST-SUD,Отношения между Востоком и Югом,东南关系
1001984,EMBASSIES,السفارات,EMBAJADAS,AMBASSADES,Посольства,大使馆
1005436,REGIONAL ORGANIZATIONS,المنظمات الإقليمية,ORGANIZACIONES REGIONALES,ORGANISATIONS REGIONALES,Региональные организации,区域组织
1002469,FOREIGN POLICY,السياسة الخارجية,POLITICA EXTERIOR,POLITIQUE ETRANGERE,Внешняя политика,外交政策
1002546,FRIENDLY RELATIONS AMONG STATES,العلاقات الودية بين الدول,RELACIONES DE AMISTAD ENTRE LOS ESTADOS,RELATIONS AMICALES ENTRE ETATS,Дружественные отношения между государствами,国家间友好关系
1001660,DIPLOMATIC AND CONSULAR SERVICE,السلك الدبلوماسي والقنصلي,SERVICIO DIPLOMATICO Y CONSULAR,SERVICE DIPLOMATIQUE ET CONSULAIRE,Дипломатическая и консульская служба,外交和领事事务
1002709,GOOD NEIGHBOURLINESS,حسن الجوار,BUENA VECINDAD ENTRE ESTADOS,BON VOISINAGE ENTRE ETATS,Добрососедство,睦邻友好
1004710,PAN-AMERICANISM,حركة الجماعة الأمريكية,PANAMERICANISMO,PANAMERICANISME,Панамериканизм,泛美主义
1002549,FRONT-LINE STATES,دول خط المواجهة,ESTADOS DE PRIMERA LINEA,ETATS DE PREMIERE LIGNE,Прифронтовые государства,前线国家
1006127,SPECIALIZED AGENCIES,الوكالات المتخصصة,ORGANISMOS ESPECIALIZADOS,INSTITUTIONS SPECIALISEES,Специализированные учреждения,专门机构
1003326,INTERNATIONAL ORGANIZATION THEORY,نظرية المنظمات الدولية,TEORIA DE LA ORGANIZACION INTERNACIONAL,THEORIES DES ORGANISATIONS INTERNATIONALES,Теория международных организаций,国际组织理论
1004116,MILITARISM,النزعة العسكرية,MILITARISMO,MILITARISME,Милитаризм,军国主义
1004480,NOTIFICATION (INTERNATIONAL RELATIONS),الإخطار (العلاقات الدولية),NOTIFICACION (RELACIONES INTERNACIONALES),NOTIFICATION (RELATIONS INTERNATIONALES),Нотификация (в международных отношениях),通知
1001672,DIPLOMATS' SECURITY,أمن الدبلوماسيون,SEGURIDAD DE LOS DIPLOMATICOS,SECURITE DES DIPLOMATES,Безопасность дипломатов,外交官安全
1003331,INTERNATIONAL RELATIONS,العلاقات الدولية,RELACIONES INTERNACIONALES,RELATIONS INTERNATIONALES,Международные отношения,国际关系
1003298,INTERNATIONAL DAYS,الأيام الدولية,DIAS INTERNACIONALES,JOURNEES INTERNATIONALES,Международные дни,国际日
1004547,OBSERVER MISSIONS,بعثات المراقبة,MISIONES DE OBSERVACION,MISSIONS D'OBSERVATION,Миссии наблюдателя,观察团
1004270,MULTILATERALISM,تعددية الأطراف,MULTILATERALISMO,MULTILATERALISME,Многосторонность,多边主义
1001819,EAST-WEST RELATIONS,علاقات الشرق والغرب,RELACIONES ESTE-OESTE,RELATIONS EST-OUEST,Отношения между Востоком и Западом,东西关系
1002472,FOREIGN RELATIONS,العلاقات الخارجية,RELACIONES EXTERIORES,RELATIONS EXTERIEURES,Внешние сношения,外交关系
1003105,INDIGENOUS ORGANIZATIONS,منظمات السكان الأصليين,ORGANIZACIONES INDIGENAS,ORGANISATIONS AUTOCHTONES,Организации коренного населения,土著居民组织
1002727,GOVERNMENT MISSIONS,البعثات الحكومية,MISIONES GUBERNAMENTALES,MISSIONS GOUVERNEMENTALES,Правительственные миссии,政府使团
1001665,DIPLOMATIC ETIQUETTE,قواعد السلوك الدبلوماسي,ETIQUETA DIPLOMATICA,PROTOCOLE DIPLOMATIQUE,Дипломатический этикет,外交礼节
1007087,WORLD POLITICS,السياسة العالمية,POLITICA MUNDIAL,POLITIQUE MONDIALE,Мировая политика,世界政治
1004973,POLITICAL COOPERATION,التعاون السياسي,COOPERACION POLITICA,COOPERATION POLITIQUE,Политическое сотрудничество,政治合作
1001663,DIPLOMATIC COMMUNITY,السلك الدبلوماسي,COMUNIDAD DIPLOMATICA,COMMUNAUTE DIPLOMATIQUE,Дипломатический корпус,外交界
1004369,NEIGHBOURING STATES,الدول المجاورة,ESTADOS VECINOS,ETATS VOISINS,Соседние государства,邻近的国家
1003299,INTERNATIONAL DECADES,العقود الدولية,DECENIOS INTERNACIONALES,DECENNIES INTERNATIONALES,Международные десятилетия,国际十年
1004464,NORTH-SOUTH RELATIONS,العلاقات بين الشمال والجنوب,RELACIONES NORTE-SUR,RELATIONS NORD-SUD,Отношения между Севером и Югом,北南关系
1002693,GLOBALIZATION,العولمة,GLOBALIZACION,MONDIALISATION,Глобализация,全球化
1002860,HEGEMONISM,الهيمنة,HEGEMONISMO,HEGEMONISME,Гегемонизм,霸权主义
1004711,PAN-ARABISM,العروبة,PANARABISMO,PANARABISME,Панарабизм,泛阿拉伯主义
1005388,RECIPROCITY,المعاملة بالمثل,RECIPROCIDAD,RECIPROCITE,Взаимность,互惠
1003344,INTERNATIONAL WEEKS,الأسابيع الدولية,SEMANAS INTERNACIONALES,SEMAINES INTERNATIONALES,Международные недели,国际周
1004995,POLITICAL STATUS,الوضع السياسي,ESTATUTO POLITICO,STATUT POLITIQUE,Политический статус,政治地位
1000255,AMBASSADORS,السفراء,EMBAJADORES,AMBASSADEURS,Послы,大使
1000499,BALANCE OF POWER,توازن القوى,EQUILIBRIO DE PODER,EQUILIBRE DES POUVOIRS,Баланс сил,均势
1001121,COMMONWEALTH OF INDEPENDENT STATES,رابطة الدول المستقلة,COMUNIDAD DE ESTADOS INDEPENDIENTES,COMMUNAUTE D'ETATS INDEPENDANTS,Содружество Независимых Государств,独立国家联合体
1000108,AFRO-ASIAN POLITICS,السياسة الأفرو - آسيوية,POLITICA AFROASIATICA,POLITIQUE AFRO-ASIATIQUE,Афро-азиатская политика,亚非政治
1001669,DIPLOMATIC RELATIONS,العلاقات الدبلوماسية,RELACIONES DIPLOMATICAS,RELATIONS DIPLOMATIQUES,Дипломатические сношения,外交关系
1003703,LIAISON OFFICES,مكاتب الاتصال,OFICINAS DE ENLACE,BUREAUX DE LIAISON,Бюро связи,联络处
1004777,PEACEFUL COEXISTENCE,التعايش السلمي,COEXISTENCIA PACIFICA,COEXISTENCE PACIFIQUE,Мирное сосуществование,和平共处
1000246,ALLIANCES,الأحلاف,ALIANZAS,ALLIANCES,Альянсы,联盟
1003291,INTERNATIONAL COOPERATION,التعاون الدولي,COOPERACION INTERNACIONAL,COOPERATION INTERNATIONALE,Международное сотрудничество,国际合作
1002658,GEOPOLITICS,الجيوسياسة,GEOPOLITICA,GEOPOLITIQUE,Геополитика,地理政治学
1004432,NON-ALIGNED COUNTRIES,بلدان عدم الانحياز,PAISES NO ALINEADOS,PAYS NON-ALIGNES,Неприсоединившиеся страны,不结盟国家
1001348,COUNTERMEASURES (INTERNATIONAL LAW),التدابير المضادة (قانون دولي,CONTRAMEDIDAS (DERECHO INTERNACIONAL),CONTRE-MESURES (DROIT INTERNATIONAL),Контрмеры (в международном праве),反措施
1007084,WORLD GOVERNMENT,الحكومة العالمية,GOBIERNO MUNDIAL,GOUVERNEMENT MONDIAL,Всемирное правительство,世界政府
1006172,STATE AND OFFICIAL VISITS,زيارات رؤساء الدول والزيارات الرسمية,VISITAS OFICIALES Y ESTATALES,VISITES OFFICIELLES ET VISITES D'ETAT,Государственные и официальные визиты,国事访问和正式访问
1004433,NON-ALIGNMENT,عدم الإنحياز,NO ALINEACION,NON-ALIGNEMENT,Неприсоединение,不结盟
1003091,INDEPENDENCE,الاستقلال,INDEPENDENCIA,INDEPENDANCE,Независимость,独立
1004709,PAN-AFRICANISM,الانتماء إلى أفريقيا,PANAFRICANISMO,PANAFRICANISME,Панафриканизм,泛非主义
1001671,DIPLOMATS,الدبلوماسيون,DIPLOMATICOS,DIPLOMATES,Дипломаты,外交官
1000107,AFRO-ARAB COOPERATION,التعاون العربي الأفريقي,COOPERACION AFROARABE,COOPERATION AFRO-ARABE,Афро-арабское сотрудничество,非洲-阿拉伯合作
1004713,PAN-PACIFIC RELATIONS,علاقات منطقة المحيط الهادئ,RELACIONES PANPACIFICAS,RELATIONS PANPACIFIQUES,Пантихоокеанские отношения,泛太平洋关系
1006137,SPHERES OF INFLUENCE,مناطق النفوذ,ESFERAS DE INFLUENCIA,SPHERES D'INFLUENCE,Сферы влияния,势力范围
1004814,PERMANENT MISSIONS,البعثات الدائمة,MISIONES PERMANENTES,MISSIONS PERMANENTES,Постоянные представительства,常驻代表团
1001254,CONSULAR RELATIONS,العلاقات القنصلية,RELACIONES CONSULARES,RELATIONS CONSULAIRES,Консульские сношения,领事关系
1003065,IMPERIALISM,الإمبريالية,IMPERIALISMO,IMPERIALISME,Империализм,帝国主义
1003347,INTERNATIONALISM,مذهب الدولية,INTERNACIONALISMO,INTERNATIONALISME,Интернационализм,国际主义
1003249,INTER-AGENCY COOPERATION,التعاون بين الوكالات,COOPERACION ENTRE ORGANISMOS,COOPERATION INTERINSTITUTIONS,Межучрежденческое сотрудничество,机构间合作
1003263,INTERGOVERNMENTAL ORGANIZATIONS,المنظمات الحكومية الدولية,ORGANIZACIONES INTERGUBERNAMENTALES,ORGANISATIONS INTERGOUVERNEMENTALES,Межправительственные организации,政府间组织
1002451,FORCE IN INTERNATIONAL RELATIONS,القوة في العلاقات الدولية,FUERZA EN LAS RELACIONES INTERNACIONALES,FORCE DANS LES RELATIONS INTERNATIONALES,Сила в международных отношениях,在国际关系中的武力
1001659,DIPLOMACY,الدبلوماسية,DIPLOMACIA,DIPLOMATIE,Дипломатия,外交
1002150,EUROPEAN FEDERATION,الاتحاد الأوروبي,FEDERACION EUROPEA,FEDERATION EUROPEENNE,Европейская федерация,欧洲联邦
1002925,HOST COUNTRY RELATIONS,العلاقات مع الدولة المضيفة,RELACIONES CON EL PAIS HUESPED,RELATIONS AVEC LE PAYS HOTE,Сношения со страной пребывания,东道国关系
1006224,STRATIGRAPHIC SURVEYS,دراسة طبقات الأرض,ESTUDIOS ESTRATIGRAFICOS,ETUDES STRATIGRAPHIQUES,Стратитрафические съемки,地层调查
1002647,GEOLOGICAL SURVEYS,المسح الجيولوجي,ESTUDIOS GEOLOGICOS,LEVES GEOLOGIQUES,Геологические съемки,地质调查
1006024,SOIL MOISTURE,رطوبة التربة,HUMEDAD DEL SUELO,HUMIDITE DU SOL,Влажность почвы,土壤水分
1002645,GEOLOGICAL MAPS,الخرائط الجيولوجية,MAPAS GEOLOGICOS,CARTES GEOLOGIQUES,Геологические карты,地质分布图
1004174,MINING GEOLOGY,جيولوجيا التعدين,GEOLOGIA MINERA,GEOLOGIE MINIERE,Горно-промышленная геология,采矿地质学
1004865,PETROLOGY,علم الصخور,PETROLOGIA,PETROLOGIE,Петрология,岩石学
1002646,GEOLOGICAL RESEARCH,الأبحاث الجيولوجية,INVESTIGACION GEOLOGICA,RECHERCHE GEOLOGIQUE,Геологические исследования,地质研究
1005799,SEISMOLOGICAL RESEARCH,بحوث الزلازل,INVESTIGACION SISMOLOGICA,RECHERCHE SISMOLOGIQUE,Сейсмологические иследования,地震研究
1002391,FLOCCULATION,التلبد,FLOCULACION,FLOCULATION,Хлопьеобразование,絮凝作用
1002655,GEOPHYSICAL SATELLITES,الأقمار الصناعية الجيوفيزيائية,SATELITES GEOFISICOS,SATELLITES GEOPHYSIQUES,Геофизические спутники,地球物理卫星
1006023,SOIL MECHANICS,ميكانيكا التربة,MECANICA DE SUELOS,MECANIQUE DES SOLS,Механика грунтов,土壤力学
1002653,GEOPHYSICAL MEASUREMENTS,القياس الجيوفيزيائي,MEDICIONES GEOFISICAS,MESURES GEOPHYSIQUES,Геофизические измерения,地球物理测量
1006026,SOIL RESEARCH,بحوث التربة,INVESTIGACION SOBRE SUELOS,RECHERCHE PEDOLOGIQUE,Почвоведческие исследования,土壤研究
1001810,EARTH SCIENCES,علوم الأرض,CIENCIAS DE LA TIERRA,SCIENCES DE LA TERRE,Землеведение,地球科学
1002657,GEOPHYSICS,الجيوفيزياء,GEOFISICA,GEOPHYSIQUE,Геофизика,地球物理学
1006466,TERRESTRIAL MAGNETISM,المغناطيسية الأرضية,GEOMAGNETISMO,GEOMAGNETISME,Земной магнетизм,地磁学
1001808,EARTH,الأرض,TIERRA (PLANETA),TERRE (PLANETE),Земля (планета),地球
1002631,GEOCHEMISTRY,كيمياء الأرض,GEOQUIMICA,GEOCHIMIE,Геохимия,地球化学
1001809,EARTH SCIENCE RESEARCH,بحوث علوم الأرض,INVESTIGACION EN CIENCIAS DE LA TIERRA,RECHERCHE EN SCIENCES DE LA TERRE,Землеведческие исследования,地球学研究
1004943,PLATE TECTONICS,التكتونية الصفيحية,TECTONICA DE PLACAS,TECTONIQUE DE PLAQUES,Тектоника плит,板块构造
1001853,ECONOMIC GEOLOGY,الجيولوجيا الاقتصادية,GEOLOGIA ECONOMICA,GEOLOGIE ECONOMIQUE,Экономическая геология,经济地质学
1001272,CONTINENTAL DRIFT,الجرف القاري,DERIVA CONTINENTAL,DERIVE DES CONTINENTS,Континентальный дрейф,大陆漂移
1005800,SEISMOLOGY,علم الزلازل,SISMOLOGIA,SISMOLOGIE,Сейсмология,地震学
1005596,ROCK MECHANICS,ميكانيكا الصخور,MECANICA DE LAS ROCAS,MECANIQUE DES ROCHES,Механика горных пород,岩石力学
1002634,GEODETIC SATELLITES,السواتل الجيوديسية,SATELITES GEODESICOS,SATELLITES GEODESIQUES,Геодезические спутники,大地测量卫星
1002644,GEOLOGICAL FAULTS,التصدعات الجيولوجية,FALLAS GEOLOGICAS,FAILLES GEOLOGIQUES,Геологические разломы,地质断层
1002652,GEOPHYSICAL INSTRUMENTS,الأجهزة الجيوفيزيائية,INSTRUMENTOS GEOFISICOS,INSTRUMENTS GEOPHYSIQUES,Геофизические приборы,地球物理仪器
1004341,NATURAL PHENOMENA,الظواهر الطبيعية,FENOMENOS NATURALES,PHENOMENES NATURELS,Явления природы,自然现象
1004699,PALEONTOLOGY,علم المستحاثات,PALEONTOLOGIA,PALEONTOLOGIE,Палеонтология,古生物学
1005790,SEDIMENTATION,الترسب,SEDIMENTACION,SEDIMENTATION,Седиментация,沉降作用
1004852,PETROLEUM GEOLOGY,جيولوجية النفط,GEOLOGIA DEL PETROLEO,GEOLOGIE PETROLIERE,Геология нефти,石油地质学
1001415,CRYSTALLOGRAPHY,علم البلورات,CRISTALOGRAFIA,CRISTALLOGRAPHIE,Кристаллография,晶体学
1002654,GEOPHYSICAL RESEARCH,الأبحاث الجيوفيزيائية,INVESTIGACION GEOFISICA,RECHERCHE GEOPHYSIQUE,Геофизические исследования,地球物理研究
1002649,GEOLOGY,الجيولوجيا,GEOLOGIA,GEOLOGIE,Геология,地质学
1004887,PHOTOGEOLOGY,الجيولوجيا الضوئية,FOTOGEOLOGIA,PHOTOGEOLOGIE,Фотогеология,摄影地质学
1006025,SOIL PHYSICS,فيزياء التربة,FISICA DE SUELOS,PHYSIQUE DES SOLS,Физика почв,土壤物理学
1002656,GEOPHYSICAL SURVEYS,المسح الجيوفيزيائي,ESTUDIOS GEOFISICOS,LEVES GEOPHYSIQUES,Геофизические съемки,地球物理调查
1006028,SOIL SCIENCES,علوم التربة,CIENCIAS DE LOS SUELOS,SCIENCES DES SOLS,Почвоведение,土壤科学
1004166,MINERALOGY,علم المعادن,MINERALOGIA,MINERALOGIE,Минералогия,矿物学
1002045,ENGINEERING GEOLOGY,الجيولوجيا الهندسية,GEOLOGIA APLICADA,GEOLOGIE APPLIQUEE,Инженерная геология,工程地质学
1005796,SEISMIC ACTIVITY,النشاط الزلزالي,ACTIVIDAD SISMICA,ACTIVITE SISMIQUE,Сейсмическая активность,地震活动
1004178,MINING RESEARCH,البحوث التعدينية,INVESTIGACION MINERA,RECHERCHE MINIERE,Горно-промышленные исследования,矿业研究
1003775,LITHOSPHERE,الغلاف الأرضي,LITOSFERA,LITHOSPHERE,Литосфера,岩石圈
1002635,GEODETIC SURVEYS,المسح الجيوديسي,ESTUDIOS GEODESICOS,LEVES GEODESIQUES,Геодезические съемки,大地测量
1006225,STRATIGRAPHY,علم طبقات الأرض,ESTRATIGRAFIA,STRATIGRAPHIE,Стратиграфия,地层学
1002850,HEAT FLOW,التدفق الحراري,FLUJO TERMICO,FLUX THERMIQUE,Тепловой поток,热流
1002636,GEODYNAMICS,الديناميكية الأرضية,GEODINAMICA,GEODYNAMIQUE,Геодинамика,地质动力学
1006017,SOIL CHEMISTRY,كيمياء التربة,QUIMICA DE SUELOS,CHIMIE DES SOLS,Химия почв,土壤化学
1003023,HYDROGEOLOGY,الجيولوجيا المائية,HIDROGEOLOGIA,HYDROGEOLOGIE,Гидрогеология,水利地质学
1005599,ROCKS,الصخور,ROCAS,ROCHES,Горные породы,岩石
1005075,PRECIOUS METALS,المعادن النفيسة,METALES PRECIOSOS,METAUX PRECIEUX,Драгоценные металлы,贵重金属
1004164,MINERAL SURVEYS,المسوح المعدنية,ESTUDIOS DE MINERALES,ETUDES DES MINERAUX,Съемка полезных ископаемых,矿物调查
1004408,NICKEL,النيكل,NIQUEL,NICKEL,Никель,镍
1003581,LAND-BASED RESOURCES,الموارد البرية,RECURSOS TERRESTRES,RESSOURCES TERRESTRES,Наземные ресурсы,陆地资源
1003902,MARBLE,الرخام,MARMOL,MARBRE,Мрамор,大理石
1004953,PLUTONIUM,البلوتونيوم,PLUTONIO,PLUTONIUM,Плутоний,钚
1005900,SILICATES,السليكات,SILICATOS,SILICATES,Силикаты,硅酸盐
1000770,CADMIUM,الكادميوم,CADMIO,CADMIUM,Кадмий,镉
1006284,SULPHATES,الكبريتات,SULFATOS,SULFATES,Сульфаты,硫酸盐
1003019,HYDROGEN,الهيدروجين,HIDROGENO,HYDROGENE,Водород,氢气
1004883,PHOSPHORUS,الفوسفور,FOSFORO,PHOSPHORE,Фосфор,磷
1000253,ALUMINIUM,الألمنيوم,ALUMINIO,ALUMINIUM,Алюминий,铝
1005076,PRECIOUS STONES,الأحجار الكريمة,PIEDRAS PRECIOSAS,PIERRES PRECIEUSES,Драгоценные камни,宝石
1000541,BASE CATIONS,كاتيونات فلزات الأتربة القلوية,CATIONES BASICOS,CATIONS BASIQUES,Катионы оснований,碱性阳离子
1006205,STEROIDS,السترويد,ESTEROIDES,STEROIDES,Стероиды,类固醇
1004882,PHOSPHORIC ACID,حمض الفوسفوريك,ACIDO FOSFORICO,ACIDE PHOSPHORIQUE,Фосфорная кислота,磷酸
1002804,GYPSUM,الجبس,YESO,GYPSE,Гипс,石膏
1003411,IRON,الحديد,HIERRO,FER,Железо,铁
1004419,NITROGEN,النيتروجين,NITROGENO,AZOTE,Азот,氮
1006503,THORIUM,الثوريوم,TORIO,THORIUM,Торий,钍
1002404,FLUORINE,الفلورين,FLUOR,FLUOR,Фтор,氟
1004655,ORGANIC CHEMICALS,المواد الكيميائية العضوية,PRODUCTOS QUIMICOS ORGANICOS,PRODUITS CHIMIQUES ORGANIQUES,Органические химические вещества,有机化学品
